날짜,채널,계정,상품코드,주문건수,판매수량,매출,총매출
2026-01-18,네이버,네이버,NV-013,1,1,13933,14900
2026-01-18,네이버,네이버,NV-016,5,5,64157,68980
2026-01-18,네이버,네이버,NV-017,1,1,17052,17950
2026-01-18,네이버,네이버,NV-018,3,3,34844,37530
2026-01-18,네이버,네이버,NV-019,1,1,13634,14900
2026-01-18,네이버,네이버,NV-020,2,2,35229,38500
2026-01-18,네이버,네이버,NV-024,1,1,11594,12400
2026-01-18,네이버,네이버,NV-025,5,6,186878,201780
2026-01-18,네이버,네이버,NV-026,2,2,27089,28970
2026-01-18,네이버,네이버,NV-032,1,1,23890,25550
2026-01-18,네이버,네이버,NV-033,1,1,12948,14150
2026-01-18,네이버,네이버,NV-038,1,1,23282,24900
2026-01-18,네이버,네이버,NV-044,1,1,12958,14160
2026-01-18,네이버,네이버,NV-045,16,15,175099,189100
2026-01-18,네이버,네이버,SHIP,154,0,447198,461000
2026-01-19,네이버,네이버,NV-002,46,45,623068,670810
2026-01-19,네이버,네이버,NV-003,73,72,1132662,1224370
2026-01-19,네이버,네이버,NV-004,12,12,120869,131800
2026-01-19,네이버,네이버,NV-005,7,7,90849,98450
2026-01-19,네이버,네이버,NV-006,8,8,107390,115780
2026-01-19,네이버,네이버,NV-007,1,1,13542,14800
2026-01-19,네이버,네이버,NV-008,48,47,1211135,1314280
2026-01-19,네이버,네이버,NV-009,10,10,138038,149750
2026-01-19,네이버,네이버,NV-010,3,2,29139,31500
2026-01-19,네이버,네이버,NV-012,3,3,37829,41040
2026-01-19,네이버,네이버,NV-013,1,1,9974,10900
2026-01-19,네이버,네이버,NV-014,1,1,15793,16890
2026-01-19,네이버,네이버,NV-015,1,1,11016,11780
2026-01-19,네이버,네이버,NV-016,7,7,79974,86350
2026-01-19,네이버,네이버,NV-017,1,1,17052,17950
2026-01-19,네이버,네이버,NV-018,6,7,90989,97560
2026-01-19,네이버,네이버,NV-019,1,1,6771,7400
2026-01-19,네이버,네이버,NV-020,1,2,34770,38000
2026-01-19,네이버,네이버,NV-021,1,1,9974,10900
2026-01-19,네이버,네이버,NV-022,1,1,14687,16050
2026-01-19,네이버,네이버,NV-023,1,0,0,0
2026-01-19,네이버,네이버,NV-025,4,4,123412,133380
2026-01-19,네이버,네이버,NV-026,5,5,58707,63300
2026-01-19,네이버,네이버,NV-028,3,3,59091,64100
2026-01-19,네이버,네이버,NV-029,2,2,21091,22800
2026-01-19,네이버,네이버,NV-030,4,4,79985,86000
2026-01-19,네이버,네이버,NV-032,1,1,23889,25550
2026-01-19,네이버,네이버,NV-033,2,2,27864,29800
2026-01-19,네이버,네이버,NV-037,2,2,65178,70600
2026-01-19,네이버,네이버,NV-040,1,1,20430,21850
2026-01-19,네이버,네이버,NV-045,14,14,172310,187620
2026-01-19,네이버,네이버,SHIP,196,0,565531,583000
2026-01-20,네이버,네이버,NV-002,44,44,651382,705210
2026-01-20,네이버,네이버,NV-003,61,61,999373,1084160
2026-01-20,네이버,네이버,NV-004,6,6,58786,63400
2026-01-20,네이버,네이버,NV-005,7,7,110212,119260
2026-01-20,네이버,네이버,NV-006,13,12,227147,243550
2026-01-20,네이버,네이버,NV-007,6,6,61157,66200
2026-01-20,네이버,네이버,NV-008,30,31,750812,813070
2026-01-20,네이버,네이버,NV-009,13,14,161649,175550
2026-01-20,네이버,네이버,NV-010,2,2,50066,54110
2026-01-20,네이버,네이버,NV-011,1,1,10997,11760
2026-01-20,네이버,네이버,NV-012,1,1,13464,14400
2026-01-20,네이버,네이버,NV-013,1,1,13635,14900
2026-01-20,네이버,네이버,NV-015,1,1,11016,11780
2026-01-20,네이버,네이버,NV-016,3,3,28198,30560
2026-01-20,네이버,네이버,NV-018,4,4,45258,48910
2026-01-20,네이버,네이버,NV-019,1,1,6919,7400
2026-01-20,네이버,네이버,NV-020,1,1,16727,18280
2026-01-20,네이버,네이버,NV-021,2,2,32694,35730
2026-01-20,네이버,네이버,NV-023,1,1,13223,14450
2026-01-20,네이버,네이버,NV-025,5,5,158740,170500
2026-01-20,네이버,네이버,NV-026,2,2,17785,19220
2026-01-20,네이버,네이버,NV-027,1,1,19582,21400
2026-01-20,네이버,네이버,NV-028,1,1,20319,21730
2026-01-20,네이버,네이버,NV-038,2,2,52704,56900
2026-01-20,네이버,네이버,NV-044,1,1,13497,14750
2026-01-20,네이버,네이버,NV-045,8,8,68996,75200
2026-01-20,네이버,네이버,NV-046,1,1,13176,14400
2026-01-20,네이버,네이버,NV-048,1,1,26087,27900
2026-01-20,네이버,네이버,SHIP,167,0,477266,492000
2026-01-21,네이버,네이버,NV-002,47,46,609880,656710
2026-01-21,네이버,네이버,NV-003,67,68,1090829,1176170
2026-01-21,네이버,네이버,NV-004,9,8,88911,96950
2026-01-21,네이버,네이버,NV-005,4,4,49964,53900
2026-01-21,네이버,네이버,NV-006,6,6,80397,86280
2026-01-21,네이버,네이버,NV-007,5,5,66446,71700
2026-01-21,네이버,네이버,NV-008,33,33,799404,862230
2026-01-21,네이버,네이버,NV-009,8,7,83312,89650
2026-01-21,네이버,네이버,NV-010,3,3,54106,58460
2026-01-21,네이버,네이버,NV-012,1,1,12792,13680
2026-01-21,네이버,네이버,NV-013,1,1,12948,14150
2026-01-21,네이버,네이버,NV-016,7,7,96078,103950
2026-01-21,네이버,네이버,NV-018,2,3,34626,37030
2026-01-21,네이버,네이버,NV-019,2,2,20852,22300
2026-01-21,네이버,네이버,NV-020,1,1,17156,18750
2026-01-21,네이버,네이버,NV-025,5,5,153755,165870
2026-01-21,네이버,네이버,NV-026,2,2,22180,23720
2026-01-21,네이버,네이버,NV-027,2,3,84481,90800
2026-01-21,네이버,네이버,NV-028,3,3,59505,64100
2026-01-21,네이버,네이버,NV-030,2,2,39925,42700
2026-01-21,네이버,네이버,NV-036,1,1,15465,16900
2026-01-21,네이버,네이버,NV-037,1,1,41047,43900
2026-01-21,네이버,네이버,NV-043,1,1,38905,41610
2026-01-21,네이버,네이버,NV-045,7,8,136071,146350
2026-01-21,네이버,네이버,NV-046,1,1,9059,9900
2026-01-21,네이버,네이버,NV-048,1,1,24778,26500
2026-01-21,네이버,네이버,SHIP,160,0,453983,468000
2026-01-22,네이버,네이버,NV-002,44,45,521122,560510
2026-01-22,네이버,네이버,NV-003,54,54,847298,916160
2026-01-22,네이버,네이버,NV-004,13,13,123730,134700
2026-01-22,네이버,네이버,NV-005,4,4,50421,54750
2026-01-22,네이버,네이버,NV-006,8,11,159816,173040
2026-01-22,네이버,네이버,NV-007,2,2,15978,17300
2026-01-22,네이버,네이버,NV-008,28,27,656382,709810
2026-01-22,네이버,네이버,NV-009,8,8,94873,102550
2026-01-22,네이버,네이버,NV-010,3,3,54661,58460
2026-01-22,네이버,네이버,NV-011,1,1,10996,11760
2026-01-22,네이버,네이버,NV-012,1,1,12792,13680
2026-01-22,네이버,네이버,NV-013,3,3,37540,40700
2026-01-22,네이버,네이버,NV-016,3,3,36854,39760
2026-01-22,네이버,네이버,NV-017,1,1,16198,17050
2026-01-22,네이버,네이버,NV-019,1,1,13176,14400
2026-01-22,네이버,네이버,NV-020,4,5,87568,95280
2026-01-22,네이버,네이버,NV-023,1,1,13223,14450
2026-01-22,네이버,네이버,NV-025,9,9,256686,275920
2026-01-22,네이버,네이버,NV-026,2,2,22460,24220
2026-01-22,네이버,네이버,NV-027,1,1,19581,21400
2026-01-22,네이버,네이버,NV-028,1,1,18887,20640
2026-01-22,네이버,네이버,NV-030,1,1,19032,20800
2026-01-22,네이버,네이버,NV-037,2,2,52140,56350
2026-01-22,네이버,네이버,NV-045,4,4,64747,70130
2026-01-22,네이버,네이버,SHIP,148,0,435549,449000
2026-01-23,네이버,네이버,NV-002,38,39,491438,529500
2026-01-23,네이버,네이버,NV-003,40,40,661463,716800
2026-01-23,네이버,네이버,NV-004,18,19,282215,306100
2026-01-23,네이버,네이버,NV-005,3,3,34853,37850
2026-01-23,네이버,네이버,NV-006,13,14,239959,258840
2026-01-23,네이버,네이버,NV-007,1,0,0,0
2026-01-23,네이버,네이버,NV-008,21,21,508884,550370
2026-01-23,네이버,네이버,NV-009,11,11,231645,253100
2026-01-23,네이버,네이버,NV-010,2,2,39168,42210
2026-01-23,네이버,네이버,NV-013,1,1,10192,10900
2026-01-23,네이버,네이버,NV-014,1,1,14999,16040
2026-01-23,네이버,네이버,NV-016,3,3,41611,45100
2026-01-23,네이버,네이버,NV-018,2,2,22569,24390
2026-01-23,네이버,네이버,NV-020,2,2,35092,37530
2026-01-23,네이버,네이버,NV-021,2,2,20851,22300
2026-01-23,네이버,네이버,NV-024,1,1,16269,17400
2026-01-23,네이버,네이버,NV-025,1,1,31292,34200
2026-01-23,네이버,네이버,NV-026,2,2,21893,23720
2026-01-23,네이버,네이버,NV-028,3,3,58071,63010
2026-01-23,네이버,네이버,NV-033,1,1,13932,14900
2026-01-23,네이버,네이버,NV-037,1,1,26444,28900
2026-01-23,네이버,네이버,NV-038,3,3,46563,50580
2026-01-23,네이버,네이버,NV-041,1,1,15483,16920
2026-01-23,네이버,네이버,NV-045,3,4,57327,61310
2026-01-23,네이버,네이버,SHIP,139,0,404500,417000
2026-01-24,네이버,네이버,NV-002,33,33,466268,500400
2026-01-24,네이버,네이버,NV-003,35,36,524501,565010
2026-01-24,네이버,네이버,NV-004,8,7,74729,81300
2026-01-24,네이버,네이버,NV-005,1,1,9471,10350
2026-01-24,네이버,네이버,NV-006,7,7,93141,100530
2026-01-24,네이버,네이버,NV-007,8,9,93597,100260
2026-01-24,네이버,네이버,NV-008,18,18,439156,473300
2026-01-24,네이버,네이버,NV-009,8,9,116335,125750
2026-01-24,네이버,네이버,NV-010,3,3,64478,69860
2026-01-24,네이버,네이버,NV-013,2,2,27396,29300
2026-01-24,네이버,네이버,NV-016,7,7,81265,87780
2026-01-24,네이버,네이버,NV-017,1,1,17053,17950
2026-01-24,네이버,네이버,NV-018,4,5,56594,60790
2026-01-24,네이버,네이버,NV-019,1,1,13634,14900
2026-01-24,네이버,네이버,NV-020,1,1,17615,19250
2026-01-24,네이버,네이버,NV-021,1,2,25832,28230
2026-01-24,네이버,네이버,NV-023,3,5,66409,71020
2026-01-24,네이버,네이버,NV-025,3,3,93684,100890
2026-01-24,네이버,네이버,NV-026,4,4,57770,62310
2026-01-24,네이버,네이버,NV-028,2,2,39207,42370
2026-01-24,네이버,네이버,NV-029,1,1,21141,22610
2026-01-24,네이버,네이버,NV-030,1,1,19448,20800
2026-01-24,네이버,네이버,NV-034,1,1,13933,14900
2026-01-24,네이버,네이버,NV-037,1,1,25667,27450
2026-01-24,네이버,네이버,NV-039,1,1,9257,9900
2026-01-24,네이버,네이버,NV-045,2,2,17858,19300
2026-01-24,네이버,네이버,SHIP,117,0,337575,348000
2026-01-25,네이버,네이버,NV-002,33,33,417011,450560
2026-01-25,네이버,네이버,NV-003,56,56,889436,961470
2026-01-25,네이버,네이버,NV-004,13,14,161882,175850
2026-01-25,네이버,네이버,NV-005,6,6,80036,86650
2026-01-25,네이버,네이버,NV-006,5,4,53606,58260
2026-01-25,네이버,네이버,NV-007,5,5,48233,51900
2026-01-25,네이버,네이버,NV-008,32,29,757913,819020
2026-01-25,네이버,네이버,NV-009,12,12,173242,187970
2026-01-25,네이버,네이버,NV-012,1,1,12792,13680
2026-01-25,네이버,네이버,NV-013,3,3,37838,40700
2026-01-25,네이버,네이버,NV-014,1,1,14678,16040
2026-01-25,네이버,네이버,NV-016,5,5,73005,78440
2026-01-25,네이버,네이버,NV-017,1,1,15856,17050
2026-01-25,네이버,네이버,NV-018,2,2,22101,23890
2026-01-25,네이버,네이버,NV-020,1,1,17615,19250
2026-01-25,네이버,네이버,NV-021,1,1,23282,24900
2026-01-25,네이버,네이버,NV-025,9,10,286090,308360
2026-01-25,네이버,네이버,NV-026,2,2,21992,23720
2026-01-25,네이버,네이버,NV-028,3,3,60087,65190
2026-01-25,네이버,네이버,NV-038,1,1,23282,24900
2026-01-25,네이버,네이버,NV-039,1,1,13932,14900
2026-01-25,네이버,네이버,NV-045,3,3,47646,51410
2026-01-25,네이버,네이버,SHIP,142,0,410330,423000
2026-01-26,네이버,네이버,NV-002,35,35,448532,482990
2026-01-26,네이버,네이버,NV-003,81,84,1307835,1417410
2026-01-26,네이버,네이버,NV-004,14,14,155584,168540
2026-01-26,네이버,네이버,NV-005,3,2,25656,27800
2026-01-26,네이버,네이버,NV-006,9,8,106185,113560
2026-01-26,네이버,네이버,NV-007,2,2,16029,17300
2026-01-26,네이버,네이버,NV-008,32,32,745847,807330
2026-01-26,네이버,네이버,NV-009,17,18,227845,245740
2026-01-26,네이버,네이버,NV-010,2,2,48740,52720
2026-01-26,네이버,네이버,NV-012,1,1,11859,12960
2026-01-26,네이버,네이버,NV-013,2,2,38473,41720
2026-01-26,네이버,네이버,NV-016,5,5,58641,63410
2026-01-26,네이버,네이버,NV-018,4,4,45139,48780
2026-01-26,네이버,네이버,NV-020,3,3,49658,53890
2026-01-26,네이버,네이버,NV-024,1,1,10212,11160
2026-01-26,네이버,네이버,NV-025,9,7,216293,233400
2026-01-26,네이버,네이버,NV-026,3,3,33032,35610
2026-01-26,네이버,네이버,NV-027,1,0,0,0
2026-01-26,네이버,네이버,NV-028,3,3,58482,63010
2026-01-26,네이버,네이버,NV-029,1,1,10431,11400
2026-01-26,네이버,네이버,NV-030,1,0,0,0
2026-01-26,네이버,네이버,NV-033,1,1,12539,13410
2026-01-26,네이버,네이버,NV-034,1,1,13932,14900
2026-01-26,네이버,네이버,NV-035,1,1,2746,3000
2026-01-26,네이버,네이버,NV-036,1,1,15464,16900
2026-01-26,네이버,네이버,NV-038,1,1,19861,21240
2026-01-26,네이버,네이버,NV-045,2,2,43290,47310
2026-01-26,네이버,네이버,SHIP,180,0,515094,531000
2026-01-27,네이버,네이버,NV-002,42,43,1314406,1423460
2026-01-27,네이버,네이버,NV-003,74,76,1167790,1267990
2026-01-27,네이버,네이버,NV-004,13,13,122659,133000
2026-01-27,네이버,네이버,NV-005,5,5,51324,55540
2026-01-27,네이버,네이버,NV-006,6,6,77217,82580
2026-01-27,네이버,네이버,NV-007,4,5,47787,51900
2026-01-27,네이버,네이버,NV-008,43,43,1006566,1089980
2026-01-27,네이버,네이버,NV-009,13,13,149360,160600
2026-01-27,네이버,네이버,NV-012,1,1,13464,14400
2026-01-27,네이버,네이버,NV-013,4,4,65622,70500
2026-01-27,네이버,네이버,NV-016,9,9,111721,121380
2026-01-27,네이버,네이버,NV-018,2,2,21391,23130
2026-01-27,네이버,네이버,NV-019,3,3,40743,44200
2026-01-27,네이버,네이버,NV-020,2,2,33463,36570
2026-01-27,네이버,네이버,NV-025,4,6,466292,507000
2026-01-27,네이버,네이버,NV-026,4,4,45008,48450
2026-01-27,네이버,네이버,NV-028,4,4,75545,82560
2026-01-27,네이버,네이버,NV-029,1,1,10015,10710
2026-01-27,네이버,네이버,NV-034,1,1,13932,14900
2026-01-27,네이버,네이버,NV-036,1,1,13918,15210
2026-01-27,네이버,네이버,NV-037,1,1,26444,28900
2026-01-27,네이버,네이버,NV-045,3,3,64337,69820
2026-01-27,네이버,네이버,SHIP,176,0,505393,521000
2026-01-28,네이버,네이버,NV-002,48,49,1008575,1095800
2026-01-28,네이버,네이버,NV-003,54,51,747507,811690
2026-01-28,네이버,네이버,NV-004,10,11,115201,124470
2026-01-28,네이버,네이버,NV-005,5,5,62536,66880
2026-01-28,네이버,네이버,NV-006,4,4,53489,57520
2026-01-28,네이버,네이버,NV-007,2,2,45597,49400
2026-01-28,네이버,네이버,NV-008,28,28,650650,705510
2026-01-28,네이버,네이버,NV-009,11,12,191008,206390
2026-01-28,네이버,네이버,NV-010,4,5,112349,121680
2026-01-28,네이버,네이버,NV-011,1,1,10762,11760
2026-01-28,네이버,네이버,NV-012,4,4,50905,54720
2026-01-28,네이버,네이버,NV-013,4,4,59704,65010
2026-01-28,네이버,네이버,NV-015,1,1,10435,11160
2026-01-28,네이버,네이버,NV-016,1,1,10997,11760
2026-01-28,네이버,네이버,NV-018,1,1,11698,12510
2026-01-28,네이버,네이버,NV-020,5,5,85618,92390
2026-01-28,네이버,네이버,NV-021,1,1,9974,10900
2026-01-28,네이버,네이버,NV-022,1,0,0,0
2026-01-28,네이버,네이버,NV-023,1,1,11895,13000
2026-01-28,네이버,네이버,NV-025,5,6,191965,208100
2026-01-28,네이버,네이버,NV-026,3,3,34394,37100
2026-01-28,네이버,네이버,NV-027,1,1,32848,35900
2026-01-28,네이버,네이버,NV-028,3,3,60522,65190
2026-01-28,네이버,네이버,NV-035,1,2,5984,6400
2026-01-28,네이버,네이버,NV-038,1,1,91132,99600
2026-01-28,네이버,네이버,NV-041,1,1,16306,17820
2026-01-28,네이버,네이버,SHIP,154,0,446218,460000
2026-01-29,네이버,네이버,NV-002,41,41,510624,552010
2026-01-29,네이버,네이버,NV-003,57,57,853094,921540
2026-01-29,네이버,네이버,NV-004,15,15,140685,152590
2026-01-29,네이버,네이버,NV-005,5,5,66840,72380
2026-01-29,네이버,네이버,NV-006,8,8,103152,110600
2026-01-29,네이버,네이버,NV-007,2,2,13691,14800
2026-01-29,네이버,네이버,NV-008,35,33,766618,827810
2026-01-29,네이버,네이버,NV-009,15,15,218825,236070
2026-01-29,네이버,네이버,NV-010,2,2,48739,52720
2026-01-29,네이버,네이버,NV-011,1,1,10761,11760
2026-01-29,네이버,네이버,NV-012,1,1,11859,12960
2026-01-29,네이버,네이버,NV-013,3,3,38167,41710
2026-01-29,네이버,네이버,NV-015,1,1,10212,11160
2026-01-29,네이버,네이버,NV-016,5,6,62241,67180
2026-01-29,네이버,네이버,NV-020,5,5,84886,92390
2026-01-29,네이버,네이버,NV-021,1,1,10659,11400
2026-01-29,네이버,네이버,NV-024,1,1,14330,15660
2026-01-29,네이버,네이버,NV-025,5,5,148040,159000
2026-01-29,네이버,네이버,NV-026,6,6,77300,83240
2026-01-29,네이버,네이버,NV-028,2,2,54909,60010
2026-01-29,네이버,네이버,NV-029,1,1,10015,10710
2026-01-29,네이버,네이버,NV-030,2,2,38469,41610
2026-01-29,네이버,네이버,NV-037,1,1,37423,40900
2026-01-29,네이버,네이버,NV-045,5,5,120800,130440
2026-01-29,네이버,네이버,SHIP,164,0,479208,494000
2026-01-30,네이버,네이버,NV-002,42,42,604294,652250
2026-01-30,네이버,네이버,NV-003,45,44,671295,728520
2026-01-30,네이버,네이버,NV-004,16,16,191778,208180
2026-01-30,네이버,네이버,NV-005,6,6,68913,74620
2026-01-30,네이버,네이버,NV-006,7,7,92098,98810
2026-01-30,네이버,네이버,NV-007,2,2,20757,22200
2026-01-30,네이버,네이버,NV-008,23,22,506602,547670
2026-01-30,네이버,네이버,NV-009,6,6,68058,73530
2026-01-30,네이버,네이버,NV-010,1,1,25947,27750
2026-01-30,네이버,네이버,NV-012,1,1,11859,12960
2026-01-30,네이버,네이버,NV-013,2,2,24810,26820
2026-01-30,네이버,네이버,NV-016,3,3,46371,49590
2026-01-30,네이버,네이버,NV-017,1,1,15020,16150
2026-01-30,네이버,네이버,NV-018,1,1,10520,11250
2026-01-30,네이버,네이버,NV-020,7,6,116238,127030
2026-01-30,네이버,네이버,NV-021,1,1,9390,10260
2026-01-30,네이버,네이버,NV-022,1,1,14222,15210
2026-01-30,네이버,네이버,NV-025,5,4,121672,130800
2026-01-30,네이버,네이버,NV-026,2,2,16368,17740
2026-01-30,네이버,네이버,NV-028,4,4,74376,80380
2026-01-30,네이버,네이버,NV-030,1,1,18036,19710
2026-01-30,네이버,네이버,NV-031,1,0,0,0
2026-01-30,네이버,네이버,NV-033,1,1,13231,14150
2026-01-30,네이버,네이버,NV-034,1,1,13933,14900
2026-01-30,네이버,네이버,NV-037,1,1,23799,26010
2026-01-30,네이버,네이버,NV-041,1,1,10566,11300
2026-01-30,네이버,네이버,NV-045,5,6,119786,129440
2026-01-30,네이버,네이버,SHIP,143,0,409358,422000
2026-01-31,네이버,네이버,NV-002,29,29,309154,333490
2026-01-31,네이버,네이버,NV-003,41,42,635248,685260
2026-01-31,네이버,네이버,NV-004,7,7,74272,80330
2026-01-31,네이버,네이버,NV-005,3,2,18150,19620
2026-01-31,네이버,네이버,NV-006,5,6,79517,85040
2026-01-31,네이버,네이버,NV-007,2,2,20979,22200
